objectid,me,exposure,slope,lsfactor,twindex,curvature,path_river,path_village,studyarea,area,areaA,areaB,areaC,flat,north,south,east,west,lnlsfactor,lsfactor_w,lsfactor_a
3301,A3404,"329,036","1,35416","4,85896","-11,5621","-25,4042","2269,48","724,942",A,1,1,0,0,0,1,0,0,0,"1,580824","4,85896","4,85896"
3302,A3405,"194,036","1,91472","3,67498","-5,71104","-63,5526","2173,75","814,225",A,1,1,0,0,0,0,1,0,0,"1,301548","3,67498","3,67498"
3303,A3406,"95,1944","2,56391","7,59624","-8,5167","-8,99407","4904,53","159,14",A,1,1,0,0,0,0,0,1,0,"2,027653","7,59624","7,59624"
3304,A3407,"311,987","6,22541","2,65907","-15,3825","-14,4418","4677,74","452,159",A,1,1,0,0,0,0,0,0,1,"0,9779764","2,65907","2,65907"
3305,A3408,"330,376","13,379","3,07662","-15,7377","-9,11545","4440,85","695,172",A,1,1,0,0,0,1,0,0,0,"1,123832","3,07662","3,07662"
3306,A3409,"83,6598","2,10244","10,4257","-0,534666","-26,0569","4626,87","749,645",A,1,1,0,0,0,0,0,1,0,"2,344274","9,1204","10,4257"
3307,A3410,"191,31","7,0703","4,02893","-13,5392","-8,65247","4676,63","911,614",A,1,1,0,0,0,0,1,0,0,"1,393501","4,02893","4,02893"
3308,A3411,"99,4623","8,41637","5,85413","-12,0499","-7,13718","4810,73","890,928",A,1,1,0,0,0,0,0,1,0,"1,767147","5,85413","5,85413"
3309,A3412,"172,304","16,8425","2,05108","-18,0745","-2,27234","4763,99","947,304",A,1,1,0,0,0,0,1,0,0,"0,7183665","2,05108","2,05108"
3310,A3413,"65,4099","14,7375","2,68242","-16,5373","-4,64161","4900,54","855,972",A,1,1,0,0,0,0,0,1,0,"0,9867194","2,68242","2,68242"
3311,A3414,"97,6507","15,3262","3,16837","-15,7373","-8,88711","5014,82","953,194",A,1,1,0,0,0,0,0,1,0,"1,153217","3,16837","3,16837"
3312,A3415,"340,346","6,87303","2,97414","-13,2114","-2,88027","4517,66","1023,63",A,1,1,0,0,0,1,0,0,0,"1,089955","2,97414","2,97414"
3313,A3416,"130,236","7,86147","2,41725","-16,2806","-20,7962","4543,1","1208,21",A,1,1,0,0,0,0,0,1,0,"0,8826305","2,41725","2,41725"
3314,A3417,"82,875","3,74008","10,0154","-0,698155","7,22021","4605,58",1385,A,1,1,0,0,0,0,0,1,0,"2,304124","9,1204","10,0154"
3315,A3418,"108,778","23,1805","2,26169","-17,7395","3,32015","4679,66","1389,86",A,1,1,0,0,0,0,0,1,0,"0,8161123","2,26169","2,26169"
3316,A3419,"128,66","2,97197","9,86281","-0,774924","6,2363","4708,28","1506,2",A,1,1,0,0,0,0,0,1,0,"2,288771","9,1204","9,86281"
3317,A3420,"121,504","8,38517","10,2421","-9,14099","9,04419","4787,94","1587,93",A,1,1,0,0,0,0,0,1,0,"2,326507","9,1204","10,2421"
3318,A3421,"154,026","9,97478","2,28795","-16,8715","-0,019381","4889,08","1693,21",A,1,1,0,0,0,0,1,0,0,"0,8276562","2,28795","2,28795"
3319,A3422,"112,38","4,26254","8,40469","-9,51898","-4,53304","4850,04","1639,03",A,1,1,0,0,0,0,0,1,0,"2,12879","8,40469","8,40469"
3320,A3423,"248,199","9,90701","2,46835","-16,4333","-6,06501","4546,76","1318,24",A,1,1,0,0,0,0,0,0,1,"0,9035499","2,46835","2,46835"
3321,A3424,"307,875","5,28179","4,3195","-12,9578","1,51322","4629,11","1433,24",A,1,1,0,0,0,0,0,0,1,"1,46314","4,3195","4,3195"
3322,A3425,"326,976","10,9463","3,14851","-15,3863","-0,577159","4571,89","1372,81",A,1,1,0,0,0,1,0,0,0,"1,146929","3,14851","3,14851"
3323,A3426,"358,727","10,3414","2,29235","-16,9314","-1,41347","4671,95","1275,46",A,1,1,0,0,0,1,0,0,0,"0,8295775","2,29235","2,29235"
3324,A3427,"141,009","6,25095","3,95486","-13,8778","-4,60409","4777,93","1388,18",A,1,1,0,0,0,0,1,0,0,"1,374945","3,95486","3,95486"
3325,A3428,"167,905","13,0714","3,60836","-14,9094","-8,49347","4812,27","1422,97",A,1,1,0,0,0,0,1,0,0,"1,283253","3,60836","3,60836"
3326,A3429,"168,69","4,72685","5,04687","-12,0662","-7,35437","4854,81","1505,56",A,1,1,0,0,0,0,1,0,0,"1,618768","5,04687","5,04687"
3327,A3430,"141,009","6,25095","8,59648","-7,89735","-22,295","4794,48","1548,94",A,1,1,0,0,0,0,1,0,0,"2,151353","8,59648","8,59648"
3328,A3431,"147,426","19,105","2,18567","-17,8054","3,67413","5846,92","903,565",A,1,1,0,0,0,0,1,0,0,"0,7819224","2,18567","2,18567"
3329,A3432,"132,455","14,4804","2,99674","-15,9246","-2,65671","5893,48","950,129",A,1,1,0,0,0,0,0,1,0,"1,097525","2,99674","2,99674"
3330,A3433,"96,3402","2,10244","9,37379","-2,33493","-54,3891","5836,58","929,51",A,1,1,0,0,0,0,0,1,0,"2,237917","9,1204","9,37379"
3331,A3434,"113,199","15,5292","3,28686","-15,4659","25,2997","5562,15","808,848",A,1,1,0,0,0,0,0,1,0,"1,189933","3,28686","3,28686"
3332,A3435,"127,235","7,25473","6,44056","-11,195","1,5571","5146,49","359,922",A,1,1,0,0,0,0,0,1,0,"1,862615","6,44056","6,44056"
3333,A3436,"38,0888","10,7902","2,23857","-16,9389","-5,98548","5291,11","567,383",A,1,1,0,0,0,1,0,0,0,"0,8058373","2,23857","2,23857"
3334,A3437,"139,764","7,86147","5,9982","-11,4392","-2,00261","5383,3","701,519",A,1,1,0,0,0,0,1,0,0,"1,791459","5,9982","5,9982"
3335,A3438,"147,095","4,69279","5,9639","-11,6927","-10,5343","5389,96","780,292",A,1,1,0,0,0,0,1,0,0,"1,785725","5,9639","5,9639"
3336,A3439,"280,008","4,00325","4,09886","-12,9978","-5,34401","5509,4","1261,76",A,1,1,0,0,0,0,0,0,1,"1,410709","4,09886","4,09886"
3337,A3440,135,"7,1889","4,96749","-10,6466","-42,1703","5521,03","1006,39",A,1,1,0,0,0,0,1,0,0,"1,602915","4,96749","4,96749"
3338,A3441,"201,801","9,90701","2,58889","-16,1949","-1,76867","5440,93","1109,08",A,1,1,0,0,0,0,1,0,0,"0,9512292","2,58889","2,58889"
3339,A3442,"246,801","5,29188","10,3776","-8,46469","-45,8192","5948,59","1169,34",A,1,1,0,0,0,0,0,0,1,"2,33965","9,1204","10,3776"
3340,A3443,45,"1,64202","8,70803","-7,83991","-3,53212",5983,"1276,66",A,1,1,0,0,0,1,0,0,0,"2,164246","8,70803","8,70803"
3341,A3444,"191,31","8,23366","3,23807","-13,887","3,22899","6142,53","1191,65",A,1,1,0,0,0,0,1,0,0,"1,174977","3,23807","3,23807"
3342,A3445,"37,5686","7,57491","7,77963","-10,6281","-40,581","6306,64","1052,08",A,1,1,0,0,0,1,0,0,0,"2,051509","7,77963","7,77963"
3343,A3446,"32,0054","4,37414","8,1179","-8,88551","-17,3496","6505,56","954,377",A,1,1,0,0,0,1,0,0,0,"2,094071","8,1179","8,1179"
3344,A3447,"8,1301","6,54131","4,90033","-12,1031","-26,0581","6653,2","737,426",A,1,1,0,0,0,1,0,0,0,"1,589303","4,90033","4,90033"
3345,A3448,"25,0169","7,64416","2,73351","-15,6674","-8,76522","6602,07","680,027",A,1,1,0,0,0,1,0,0,0,"1,005587","2,73351","2,73351"
3346,A3449,"31,6075","13,903","3,56631","-15,0314","-6,37323","6679,68","579,996",A,1,1,0,0,0,1,0,0,0,"1,271531","3,56631","3,56631"
3347,A3450,"23,4287","14,8475","2,58426","-16,6684","-6,53416","6581,24","654,015",A,1,1,0,0,0,1,0,0,0,"0,9494392","2,58426","2,58426"
3348,A3451,"234,462","1,99734","3,5241","-5,95792","-4,08534","6721,53","414,41",A,1,1,0,0,0,0,0,0,1,"1,259625","3,5241","3,5241"
3349,A3452,"354,472","7,19625","2,13759","-16,6543","1,71263","6793,36","331,72",A,1,1,0,0,0,1,0,0,0,"0,759679","2,13759","2,13759"
3350,A3453,"183,013","4,4107","2,52562","-14,0247","-28,9866","6593,28","543,107",A,1,1,0,0,0,0,1,0,0,"0,9264866","2,52562","2,52562"
3351,A3454,"11,3099","4,72685","1,93311","-16,7853","-4,09883","6414,39","709,7",A,1,1,0,0,0,1,0,0,0,"0,6591301","1,93311","1,93311"
3352,A3455,"116,565","1,03867","1,55032","-18,0822","-31,0511","6230,07","895,575",A,1,1,0,0,0,0,0,1,0,"0,4384614","1,80597","1,55032"
3353,A3456,"43,1524","10,0832","2,82409","-15,8369","-1,86353","6244,98","926,148",A,1,1,0,0,0,1,0,0,0,"1,038186","2,82409","2,82409"
3354,A3457,"26,5651","9,26742","1,84263","-17,5533","-48,6119","6491,99","747,377",A,1,1,0,0,0,1,0,0,0,"0,6111939","1,84263","1,84263"
3355,A3458,"97,4314","10,651","3,59575","-14,6639","-7,66256","6593,32","763,608",A,1,1,0,0,0,0,0,1,0,"1,279753","3,59575","3,59575"
3356,A3459,"249,444","3,96287","2,39383","-14,9769","-46,2429","7076,01","73,3508",A,1,1,0,0,0,0,0,0,1,"0,8728946","2,39383","2,39383"
3357,A3460,"24,7751","6,62185","2,63289","-15,2317","7,28843","7050,76","73,3343",A,1,1,0,0,0,1,0,0,0,"0,9680821","2,63289","2,63289"
3358,A3461,"244,799","8,6617","2,52773","-16,1369","-8,50373","7163,58","164,326",A,1,1,0,0,0,0,0,0,1,"0,9273217","2,52773","2,52773"
3359,A3462,"47,2906","8,16322","1,69388","-10,6547","-17,175","7226,34","361,042",A,1,1,0,0,0,0,0,1,0,"0,5270217","1,80597","1,69388"
3360,A3463,"71,565","1,46875","1,48029","-10,7032","-27,488","7452,99","329,055",A,1,1,0,0,0,0,0,1,0,"0,3922381","1,80597","1,48029"
3361,A3464,135,"0,656959","5,94245","-3,34544","-10,4758","7417,36","293,429",A,1,1,0,0,0,0,1,0,0,"1,782122","5,94245","5,94245"
3362,A3465,180,"2,78517","5,07796","-4,07184","-62,8599",7957,"458,6",A,1,1,0,0,0,0,1,0,0,"1,62491","5,07796","5,07796"
3363,A3466,"82,1847","11,7882","2,53153","-16,4545","-1,28747","6676,84","1061,77",A,1,1,0,0,0,0,0,1,0,"0,9288238","2,53153","2,53153"
3364,A3467,"87,7094","5,79184","5,61676","-11,4208","-10,4686","6743,34","1277,33",A,1,1,0,0,0,0,0,1,0,"1,725755","5,61676","5,61676"
3365,A3468,"145,008","11,1966","4,75543","-13,4189","-12,1337","6765,29","1361,37",A,1,1,0,0,0,0,1,0,0,"1,559287","4,75543","4,75543"
3366,A3469,"85,6013","3,02575","5,80728","-10,5595","-22,058","7130,66","1119,42",A,1,1,0,0,0,0,0,1,0,"1,759112","5,80728","5,80728"
3367,A3470,"116,565","2,07667","2,96487","-7,46701","-82,4188","7209,93","1004,52",A,1,1,0,0,0,0,0,1,0,"1,086833","2,96487","2,96487"
3368,A3471,"288,435","3,66765","5,77261","-9,89659","-48,1169","8143,11","408,663",A,1,1,0,0,0,0,0,0,1,"1,753124","5,77261","5,77261"
3369,A3472,225,"0,32849","6,83612","-9,05347","-37,0318","7977,05","226,975",A,1,1,0,0,0,0,1,0,0,"1,92222","6,83612","6,83612"
3370,A3473,"139,764","3,94932","4,66126","-12,2506","-8,59821","8087,67","148,12",A,1,1,0,0,0,0,1,0,0,"1,539286","4,66126","4,66126"
3371,A3474,"159,444","3,96287","3,78969","-13,1546","-1,93029","6580,02","1609,8",A,1,1,0,0,0,0,1,0,0,"1,332284","3,78969","3,78969"
3372,A3475,"154,231","14,6333","4,04888","-14,3033","-1,02076","6261,66","1756,55",A,1,1,0,0,0,0,1,0,0,"1,39844","4,04888","4,04888"
3373,A3476,"145,491","8,9467","3,70918","-14,4922","-9,31429","6334,63","1686,77",A,1,1,0,0,0,0,1,0,0,"1,310811","3,70918","3,70918"
3374,A3477,"339,444","3,96287","2,73959","-14,7228","-32,367","6115,36","1891,47",A,1,1,0,0,0,1,0,0,0,"1,007808","2,73959","2,73959"
3375,A3478,"206,565","5,17979","6,57833","-10,8546","-12,5052","5811,77","2198,17",A,1,1,0,0,0,0,1,0,0,"1,883781","6,57833","6,57833"
3376,A3479,"36,0274","6,29327","4,66838","-13,0161","-60,5534","5755,3","1912,12",A,1,1,0,0,0,1,0,0,0,"1,540812","4,66838","4,66838"
3377,A3480,90,"1,85759","6,49926","-9,65329","-24,7474","5499,97","1943,44",A,1,1,0,0,0,0,0,1,0,"1,871688","6,49926","6,49926"
3378,A3481,"87,2737","18,8256","1,96049","-18,3906","1,54127",5430,"2035,96",A,1,1,0,0,0,0,0,1,0,"0,6731944","1,96049","1,96049"
3379,A3482,"113,199","1,76843","6,01001","-10,796","17,6895","5424,68","2030,64",A,1,1,0,0,0,0,0,1,0,"1,793426","6,01001","6,01001"
3380,A3483,"143,746","4,3125","4,50254","-12,7513","-41,457","5380,55","1986,52",A,1,1,0,0,0,0,1,0,0,"1,504642","4,50254","4,50254"
3381,A3484,"34,6952","14,3809","3,75381","-14,6181","-17,8135","5371,6","1829,5",A,1,1,0,0,0,1,0,0,0,"1,322771","3,75381","3,75381"
3382,A3485,"101,31","8,23366","5,50976","-12,2113","4,33607","5041,13","1650,98",A,1,1,0,0,0,0,0,1,0,"1,706521","5,50976","5,50976"
3383,A3486,"173,66","8,35384","3,62315","-14,4255","-4,35907","4953,38","1559,35",A,1,1,0,0,0,0,1,0,0,"1,287344","3,62315","3,62315"
3384,A3487,"38,6598","8,85279","4,02054","-14,2721","-5,83473","4793,45","1399,16",A,1,1,0,0,0,1,0,0,0,"1,391416","4,02054","4,02054"
3385,A3488,"14,0362","11,3421","4,24789","-13,9481","-6,99867","4691,92","1297,88",A,1,1,0,0,0,1,0,0,0,"1,446422","4,24789","4,24789"
3386,A3489,"18,4349","4,39855","2,85006","-15,0378","-5,14004","4765,79","1367,32",A,1,1,0,0,0,1,0,0,0,"1,04734","2,85006","2,85006"
3387,A3490,"306,87","9,21103","5,33506","-12,3793","-9,79035","4126,38","666,695",A,1,1,0,0,0,0,0,0,1,"1,6743","5,33506","5,33506"
3388,A3491,"334,747","13,364","3,00574","-15,8865","-5,37593","4234,93","890,93",A,1,1,0,0,0,1,0,0,0,"1,100524","3,00574","3,00574"
3389,A3492,"320,947","15,4661","2,57248","-16,7864","4,50055","4142,39","852,698",A,1,1,0,0,0,1,0,0,0,"0,9448704","2,57248","2,57248"
3390,A3493,"356,186","6,94959","3,65853","-14,1254","-6,22494","4321,77","1026,61",A,1,1,0,0,0,1,0,0,0,"1,297061","3,65853","3,65853"
3391,A3494,"286,928","5,56681","4,81522","-11,4978","-2,74374","4405,23","1024,23",A,1,1,0,0,0,0,0,0,1,"1,571782","4,81522","4,81522"
3392,A3495,"212,125","11,6313","2,22928","-17,1852","-12,6642","4544,25","1157,27",A,1,1,0,0,0,0,1,0,0,"0,8016787","2,22928","2,22928"
3393,A3496,"1,21887","10,7902","2,51937","-16,534","-1,58638","3957,96","740,835",A,1,1,0,0,0,1,0,0,0,"0,9240089","2,51937","2,51937"
3394,A3497,"348,024","7,78749","3,98348","-13,8331","-12,8021","3812,97","581,613",A,1,1,0,0,0,1,0,0,0,"1,382156","3,98348","3,98348"
3395,A3498,315,"1,97019","5,98472","-10,5231","1,65767","4386,39","997,084",A,1,1,0,0,0,1,0,0,0,"1,78921","5,98472","5,98472"
3396,A3499,"115,017","3,83917","6,47273","-9,32358","0,549471","4239,94","851,914",A,1,1,0,0,0,0,0,1,0,"1,867598","6,47273","6,47273"
3397,A3500,"329,036","5,4016","5,02976","-12,5444","-31,8274","4082,2","700,717",A,1,1,0,0,0,1,0,0,0,"1,615372","5,02976","5,02976"
3398,A3501,"54,7824","9,57668","4,68355","-13,1894","-8,37874","3569,44","779,259",A,1,1,0,0,0,0,0,1,0,"1,544056","4,68355","4,68355"
3399,A3502,"35,5377","5,97272","3,94292","-13,1909","8,01159","2604,92","778,125",A,1,1,0,0,0,1,0,0,0,"1,371922","3,94292","3,94292"
3400,A3503,"215,134","7,62346","4,71478","-13,2743","-82,5806","2786,14","873,764",A,1,1,0,0,0,0,1,0,0,"1,550702","4,71478","4,71478"
3401,A3504,"56,8215","14,1373","2,24818","-17,4274","1,59534","2888,15","779,424",A,1,1,0,0,0,0,0,1,0,"0,8101209","2,24818","2,24818"
3402,A3505,"157,62","4,26254","6,941","-10,4738","-8,71321","2827,96","718,79",A,1,1,0,0,0,0,1,0,0,"1,937446","6,941","6,941"
3403,A3506,"84,4725","7,19625","4,26164","-13,6374","-3,51444","3084,35","484,476",A,1,1,0,0,0,0,0,1,0,"1,449654","4,26164","4,26164"
3404,A3507,"125,961","14,3291","3,21175","-14,6739","3,54899","3020,28","380,688",A,1,1,0,0,0,0,0,1,0,"1,166816","3,21175","3,21175"
3405,A3508,315,"9,75932","2,6623","-16,0721","-1,01362","2772,91","632,129",A,1,1,0,0,0,1,0,0,0,"0,9791905","2,6623","2,6623"
3406,A3509,"159,444","3,96287","4,95955","-11,6918","-15,3484","2764,24","649,452",A,1,1,0,0,0,0,1,0,0,"1,601315","4,95955","4,95955"
3407,A3510,"102,031","14,1899","3,01355","-15,9377","-6,88447","2878,2","553,063",A,1,1,0,0,0,0,0,1,0,"1,103119","3,01355","3,01355"
3408,A3511,"103,392","9,92791","3,10444","-15,2496","5,89538","2946,63","472,817",A,1,1,0,0,0,0,0,1,0,"1,132833","3,10444","3,10444"
3409,A3512,"53,1301","2,32153","4,68753","-11,6309","-36,0627","3247,73","221,737",A,1,1,0,0,0,0,0,1,0,"1,544906","4,68753","4,68753"
3410,A3513,"301,759","11,324","2,61881","-16,38","-8,49798","3883,84","490,302",A,1,1,0,0,0,0,0,0,1,"0,96272","2,61881","2,61881"
3411,A3514,"77,0054","12,2079","2,40313","-16,7963","-7,61558","3656,56","367,987",A,1,1,0,0,0,0,0,1,0,"0,8767721","2,40313","2,40313"
3412,A3515,"19,9831","5,4213","3,09681","-14,6227","-2,90276","3582,47","282,519",A,1,1,0,0,0,1,0,0,0,"1,130373","3,09681","3,09681"
3413,A3516,"26,5651","4,14789","2,3514","-15,0817","-5,9878","3624,41","225,938",A,1,1,0,0,0,1,0,0,0,"0,8550109","2,3514","2,3514"
3414,A3517,"191,31","1,18423","5,39383","-3,7925","-38,6791","3473,48","135,984",A,1,1,0,0,0,0,1,0,0,"1,685256","5,39383","5,39383"
3415,A3518,"65,2249","6,62185","4,34847","-13,5365","0,259994","3155,97","312,026",A,1,1,0,0,0,0,0,1,0,"1,469824","4,34847","4,34847"
3416,A3519,"141,34","2,97197","3,26525","-13,4409","1,50252","4177,77","967,154",A,1,1,0,0,0,0,1,0,0,"1,183336","3,26525","3,26525"
3417,A3520,"95,7106","4,65848","3,17756","-14,0341","-20,5013","4361,54","967,265",A,1,1,0,0,0,0,0,1,0,"1,156114","3,17756","3,17756"
3418,A3521,"153,435","4,14789","5,45268","-10,5306","-9,54595","4472,05","1077,67",A,1,1,0,0,0,0,1,0,0,"1,696107","5,45268","5,45268"
3419,A3522,"61,6992","10,1802","3,85589","-14,2201","5,20903","4530,12","1149,82",A,1,1,0,0,0,0,0,1,0,"1,349602","3,85589","3,85589"
3420,A3523,"101,31","1,18423","4,80168","-4,35156","-28,9927","4453,21","1176,45",A,1,1,0,0,0,0,0,1,0,"1,568966","4,80168","4,80168"
3421,A3524,"24,444","11,0862","4,02216","-14,2345","-5,75663","4681,66","1445,91",A,1,1,0,0,0,1,0,0,0,"1,391819","4,02216","4,02216"
3422,A3525,"62,354","16,0835","3,04316","-16,137","6,90387","4613,29","1255,45",A,1,1,0,0,0,0,0,1,0,"1,112896","3,04316","3,04316"
3423,A3526,"32,7995","12,2452","1,9634","-18,0157","-9,40848","4134,77","740,613",A,1,1,0,0,0,1,0,0,0,"0,6746777","1,9634","1,9634"
3424,A3527,"215,538","5,97272","4,20744","-13,5111","2,88293","4263,19","869,149",A,1,1,0,0,0,0,1,0,0,"1,436854","4,20744","4,20744"
3425,A3528,"113,749","6,31853","3,37618","-13,9659","0,946953","4521,7","1128,22",A,1,1,0,0,0,0,0,1,0,"1,216745","3,37618","3,37618"
3426,A3529,"65,3231","9,37358","5,04496","-12,8218","-1,9202","4581,97","1187,94",A,1,1,0,0,0,0,0,1,0,"1,61839","5,04496","5,04496"
3427,A3530,45,"1,64202","9,11989","-7,61228","14,8843","4538,22","1148,48",A,1,1,0,0,0,1,0,0,0,"2,210458","9,11989","9,11989"
3428,A3531,"189,462","5,6334","5,47034","-11,9598","-12,6409","5678,22","2122,5",A,1,1,0,0,0,0,1,0,0,"1,699341","5,47034","5,47034"
3429,A3532,"122,471","3,02575","8,07013","-9,50542","-42,7703","6281,13","1688,61",A,1,1,0,0,0,0,0,1,0,"2,08817","8,07013","8,07013"
3430,A3533,"263,66","4,19924","3,35904","-13,7042","-0,887014","6201,32","1668,31",A,1,1,0,0,0,0,0,0,1,"1,211655","3,35904","3,35904"
3431,A3534,"119,745","3,74008","8,43605","-9,03938","-47,4338","6052,93","1452,24",A,1,1,0,0,0,0,0,1,0,"2,132514","8,43605","8,43605"
3432,A3535,"9,46232","5,6334","4,84122","-12,6236","-22,127","6325,06","1418,5",A,1,1,0,0,0,1,0,0,0,"1,577167","4,84122","4,84122"
3433,A3536,"95,7106","4,65848","4,05173","-13,2788","-80,7552","7386,51","716,794",A,1,1,0,0,0,0,0,1,0,"1,399144","4,05173","4,05173"
3434,A3537,"8,97263","4,45897","4,53715","-11,0924","-25,2048","8162,92","418,213",A,1,1,0,0,0,1,0,0,0,"1,512299","4,53715","4,53715"
3435,A3538,"285,945","3,37813","4,05963","-5,25059","-28,9828","6582,62","1392,1",A,1,1,0,0,0,0,0,0,1,"1,401092","4,05963","4,05963"
3436,A3539,"329,036","12,0107","3,37431","-15,151","-1,41253","5092,02","1122,03",A,1,1,0,0,0,1,0,0,0,"1,216191","3,37431","3,37431"
3437,A3540,"61,9275","7,84807","2,87218","-15,5792","-3,17692","7891,81","104,749",A,1,1,0,0,0,0,0,1,0,"1,055071","2,87218","2,87218"
3438,A3541,"299,055","4,77188","4,87342","-11,4373","-23,1327","7718,04","791,177",A,1,1,0,0,0,0,0,0,1,"1,583796","4,87342","4,87342"
3439,A3542,"40,9144","13,5722","1,98106","-17,8451","-11,5317","7775,58","825,048",A,1,1,0,0,0,1,0,0,0,"0,6836321","1,98106","1,98106"
3440,A3543,"208,301","3,42549","4,84365","-10,7533","-9,90068","7746,3","898,552",A,1,1,0,0,0,0,1,0,0,"1,577669","4,84365","4,84365"
3441,A3544,90,"1,85759","6,90992","-8,99978","-13,8804","7837,38","861,421",A,1,1,0,0,0,0,0,1,0,"1,932958","6,90992","6,90992"
3442,A3545,"258,69","1,18423","6,36721","-9,39386","-10,0976","7989,1","800,51",A,1,1,0,0,0,0,0,0,1,"1,851161","6,36721","6,36721"
3443,A3546,270,"3,24844","7,88508","-9,03186","-14,6532","6905,94","1498,85",A,1,1,0,0,0,0,0,0,1,"2,064972","7,88508","7,88508"
3444,A3547,"83,6598","6,28483","3,95043","-13,7401","-9,43197","7028,87","1392,58",A,1,1,0,0,0,0,0,1,0,"1,373824","3,95043","3,95043"
3445,A3548,315,"3,60865","2,84595","-14,5865","-10,2573","6934,44","1645,83",A,1,1,0,0,0,1,0,0,0,"1,045897","2,84595","2,84595"
3446,A3549,"327,529","3,02575","4,72664","-12,3959","-24,2721","7963,25","1130,44",A,1,1,0,0,0,1,0,0,0,"1,553215","4,72664","4,72664"
3447,A3550,"204,444","2,80441","6,13576","-3,12573","-28,2223","8154,34","953,516",A,1,1,0,0,0,0,1,0,0,"1,814134","6,13576","6,13576"
3448,A3551,"75,9638","3,82517","6,55546","-2,7949","-12,1683","8921,77","318,947",A,1,1,0,0,0,0,0,1,0,"1,880298","6,55546","6,55546"
3449,A3552,"56,8887","6,35204","4,4287","-12,956","-1,33318","9071,24","164,792",A,1,1,0,0,0,0,0,1,0,"1,488106","4,4287","4,4287"
3450,A3553,"101,31","5,90105","1,98418","-17,0834","-5,72195","8921,07","384,611",A,1,1,0,0,0,0,0,1,0,"0,6852057","1,98418","1,98418"
3451,A3554,"248,429","10,6171","4,16693","-13,4718","-0,180575","8655,21","560,893",A,1,1,0,0,0,0,0,0,1,"1,42718","4,16693","4,16693"
3452,A3555,"309,289","6,57365","2,77803","-15,3174","-22,8368","8664,82","615,133",A,1,1,0,0,0,0,0,0,1,"1,021742","2,77803","2,77803"
3453,A3556,"83,1572","5,82848","2,71443","-15,4701","2,81239","9238,06","654,126",A,1,1,0,0,0,0,0,1,0,"0,998582","2,71443","2,71443"
3454,A3557,"291,371","5,71784","5,74608","-11,3384","-5,39851","9019,71","701,155",A,1,1,0,0,0,0,0,0,1,"1,748518","5,74608","5,74608"
3455,A3558,"50,7106","3,29768","3,75956","-13,0708","-2,44481","9195,86","927,163",A,1,1,0,0,0,0,0,1,0,"1,324302","3,75956","3,75956"
3456,A3559,"66,8014","17,1579","3,24548","-15,7843","-2,69666","9402,69","942,112",A,1,1,0,0,0,0,0,1,0,"1,177263","3,24548","3,24548"
3457,A3560,"304,695","3,66765","14,6398","0,618166","-0,923259","8687,78","806,336",A,1,1,0,0,0,0,0,0,1,"2,683744","9,1204","13,6216"
3458,A3561,"284,744","9,05111","2,68937","-15,8182","2,34077","8799,47","704,669",A,1,1,0,0,0,0,0,0,1,"0,9893069","2,68937","2,68937"
3459,A3562,"61,2602","8,15679","3,79047","-14,0884","-38,5531","9277,37","1004,89",A,1,1,0,0,0,0,0,1,0,"1,33249","3,79047","3,79047"
3460,A3563,0,"7,84807","2,7774","-15,5002","0,810043","9189,2","937,609",A,1,1,0,0,0,1,0,0,0,"1,021515","2,7774","2,7774"
3461,A3564,"35,5377","5,97272","2,66477","-15,3718","-21,2892","9406,7","839,197",A,1,1,0,0,0,1,0,0,0,"0,9801177","2,66477","2,66477"
3462,A3565,0,"11,4588","2,16803","-17,0166","0,907609","9267,23","599,732",A,1,1,0,0,0,1,0,0,0,"0,7738189","2,16803","2,16803"
3463,A3566,"18,4349","2,20252","5,57866","-11,1084","-13,4459","9469,57","712,159",A,1,1,0,0,0,1,0,0,0,"1,718949","5,57866","5,57866"
3464,A3567,"54,4623","9,8913","2,58141","-16,2242","-74,2487","9319,66","979,041",A,1,1,0,0,0,0,0,1,0,"0,9483357","2,58141","2,58141"
3465,A3568,225,"2,29822","3,87464","-5,42413","-9,14368","8810,21","558,836",A,1,1,0,0,0,0,1,0,0,"1,354453","3,87464","3,87464"
3466,A3569,90,"8,30346","2,42869","-16,6306","11,6462","9581,85","798,535",A,1,1,0,0,0,0,0,1,0,"0,887352","2,42869","2,42869"
3467,A3570,"66,4477","9,78587","2,50114","-16,4127","1,65085","9348,55","528,037",A,1,1,0,0,0,0,0,1,0,"0,9167467","2,50114","2,50114"
3468,A3571,"306,703","15,5417","2,38382","-17,1168","-12,0487","7827,17","613,822",A,1,1,0,0,0,0,0,0,1,"0,8687043","2,38382","2,38382"
3469,A3572,"36,4692","6,61384","6,40733","-11,2263","1,06443","8281,36","1736,82",A,1,1,0,0,0,1,0,0,0,"1,857443","6,40733","6,40733"
3470,A3573,"116,565","2,07667","5,09405","-11,6208","-0,574144","9032,42","970,406",A,1,1,0,0,0,0,0,1,0,"1,628073","5,09405","5,09405"
3471,A3574,"142,125","2,64652","3,5983","-13,0606","-4,00932","9123,03","1177,58",A,1,1,0,0,0,0,1,0,0,"1,280462","3,5983","3,5983"
3472,A3575,"7,81529","11,7882","3,06578","-14,8246","-8,22903","9753,65","824,973",A,1,1,0,0,0,1,0,0,0,"1,120302","3,06578","3,06578"
