OBJECTID;Name;Exposition;Hangneig;Woelbung;LS-Faktor;TWIndex;Pfad_Fluss;Pfad_Dorf
283;C0283;225;0,656958997;5,973219872;5,341879845;-4,111929893;73,22949982;269,4460144
284;C0284;84,80560303;2,563910007;5,6042099;1,89605999;-15,08150005;256,9190063;85,79370117
285;C0285;184,6349945;8,558349609;-0,952652991;2,008320093;-17,08880043;306,7650146;87,04869843
286;C0286;122,7350006;7,685400009;-3,145469904;2,990590096;-14,94999981;1344,890015;470,4140015
287;C0287;61,50439835;9,171330452;-1,920869946;3,265939951;-15,20569992;1398,790039;671,6010132
288;C0288;98,13009644;4,915309906;-21,89109993;4,788440228;-12,59630013;2559,649902;2412,870117
289;C0289;180;0,929039001;-2,082930088;3,174979925;-9,486009598;588,2600098;566,3619995
290;C0290;225;2,95381999;-1,448930025;4,584660053;-5,581890106;429,1080017;904,677002
291;C0291;121,7590027;11,32400036;1,312039971;2,314470053;-16,99769974;1589,959961;715,4849854
292;C0292;192,2649994;5,450719833;-25,08799934;8,330920219;-9,869600296;1500,069946;624,401001
293;C0293;194,7440033;9,051110268;0,512212992;3,157860041;-15,21860027;1419,719971;543,7449951
294;C0294;202,3800049;4,262539864;-11,17280006;3,141900063;-14,79889965;1242,550049;366,5750122
295;C0295;60,52410126;6,113460064;-8,328229904;3,050990105;-14,77070045;1928,150024;1052,170044
296;C0296;214,6950073;3,667649984;-20,93169975;3,037430048;-14,60789967;1795,660034;923,1669922
297;C0297;206,5650024;1,038669944;-11,81879997;2,494309902;-8,718390465;1833,01001;1010,390015
298;C0298;321,3399963;2,971970081;0,831414998;6,028220177;-10,48740005;1704,130005;881,4970093
299;C0299;238,1340027;10,01620007;-59,68289948;2,267810106;-17,11849976;1717,569946;877,0479736
300;C0300;327,6530151;16,06240082;1,939779997;3,165339947;-15,74940014;1726,839966;929,8499756
301;C0301;262,3039856;8,607150078;-10,72420025;6,560060024;-11,33889961;1812,650024;1015,450012
302;C0302;135;1,313740015;-46,01900101;12,7723999;-0,255057007;1545,459961;704,9379883
303;C0303;154,9830017;15,0255003;6,168819904;3,052589893;-15,68620014;1360,72998;502,5239868
304;C0304;164,7449951;2,646519899;-33,05670166;2,395479918;-15,44810009;1333,72998;457,7539978
305;C0305;223,5679932;12,92029953;0,795377016;2,814049959;-16,15570068;1111,22998;129,3049927
306;C0306;176,1860046;10,36139965;-10,85649967;1,758769989;-18,23950005;723,1420288;629,026001
307;C0307;302,4710083;3,025749922;-10,45670033;4,949260235;-11,47290039;556,6439819;1228,5
308;C0308;140,1940002;3,623490095;-19,10300064;6,012519836;-3,704859972;631,2550049;935,5949707
309;C0309;86,63349915;3,949320078;14,92469978;3,382760048;-13,9034996;591,375;841,9840088
310;C0310;9,462320328;2,823519945;31,08090019;1,953439951;-9,568799973;472,1679993;1024,930054
311;C0311;53,97259903;6,293270111;-1,163110018;5,415820122;-11,24269962;568,3900146;1112,26001
312;C0312;58,57040024;9,705989838;-24,01329994;2,092710018;-16,95669937;783,4359741;680,072998
313;C0313;147,9069977;15,76609993;21,31999969;1,964439988;-18,18000031;815,8779907;880,3029785
314;C0314;126,2539978;4,3125;-47,09189987;3,785239935;-13,39400005;907,5609741;882,617981
315;C0315;96,34020233;4,199240208;-0,944648027;5,302289963;-3,868360043;942,2949829;637,4550171
316;C0316;68,19860077;2,500149965;-57,70220184;0;4,042500019;1043,689941;489,3479919
317;C0317;191,3099976;3,54866004;13,32310009;3,584079981;-12,97340012;872,5999756;432,7659912
318;C0318;272,7260132;4,871640205;0,348313004;3,510449886;-13,18470001;1078,380005;374,2279968
319;C0319;108,4349976;1,46875;-5,921899796;2,77918005;-7,957930088;1339,290039;523,3920288
320;C0320;125,538002;3,989840031;0,125095993;5,206140041;-11,10750008;1421,219971;662,3189697
321;C0321;138,302002;16,62709999;-6,327030182;3,407380104;-15,52369976;1505,900024;595,085022
322;C0322;66,37059784;8,059619904;-34,8246994;4,61097002;-4,626959801;1410,910034;1519,119995
323;C0323;117,6460037;10,8803997;2,415679932;2,498339891;-16,43160057;1568,73999;1617,089966
324;C0324;300,9639893;1,354159951;-2,150059938;4,438049793;-12,01809978;1433,300049;1529,01001
325;C0325;327,9949951;4,374139786;-3,363329887;8,626600266;-9,306690216;2467,780029;1949,709961
326;C0326;214,6950073;3,667649984;-9,809900284;9,712380409;-8,337380409;2642,899902;1770,410034
327;C0327;207,8970032;4,45897007;-22,78590012;8,772060394;-9,598649979;2623,75;1907,72998
328;C0328;159,4440002;3,962869883;-26,75900078;8,706540108;-9,126669884;3551,699951;2302,429932
329;C0329;8,615650177;15,14280033;-4,598800182;3,895149946;-14,64080048;3403,649902;2490,679932
330;C0330;219,2890015;3,297679901;-28,07519913;3,791690111;-5,618030071;3679,209961;1980,98999
331;C0331;216,2539978;4,3125;-34,99509811;3,614939928;-13,73560047;3770,419922;1890,680054
332;C0332;296,5650024;1,038669944;-11,17819977;3,679549932;-5,976809978;3143,790039;1933,119995
333;C0333;124,3799973;5,332049847;-3,486589909;15,26439953;-5,015299797;3331,48999;1872,5
334;C0334;113,1989975;1,768429995;4,099820137;0;9,346559525;3357,110107;1786,790039
335;C0335;153,4349976;1,038669944;-74,03869629;1,451689959;-12,49139977;3454,419922;1586,839966
336;C0336;262,5690002;5,371900082;-11,3373003;3,593499899;-5,924510002;3421,659912;1552,099976
337;C0337;285,2550049;5,28178978;-20,19980049;3,720040083;-13,99940014;3094,040039;1866,359985
338;C0338;88,02510071;6,709290028;-5,678629875;2,363110065;-16,31089973;3686,459961;1788,949951
339;C0339;186,3399963;2,102440119;-2,946660042;3,398789883;-13,69890022;3656,199951;1710,439941
340;C0340;169,6950073;5,17979002;-34,36949921;8,254750252;-10,05679989;3962,080078;1532,52002
341;C0341;237,8480072;18,53059959;0,488112986;2,157429934;-17,84359932;3876,48999;1565,890015
342;C0342;150,9450073;2,390079975;-7,688829899;3,657459974;-12,16180038;3574,100098;1897,859985
343;C0343;135;0,328489989;1,175879955;2,855659962;-13,41530037;3675,419922;1277,469971
344;C0344;124,9919968;5,65226984;-4,47315979;3,543329954;-13,42179966;3829,540039;1245,439941
345;C0345;203,552002;9,785869598;-27,3708992;2,664550066;-15,96010017;3545,439941;823,4719849
346;C0346;176,0700073;28,02779961;5,523349762;2,369210005;-17,79050064;3489,47998;908,9550171
347;C0347;142,125;2,646519899;-71,70020294;12,20580006;-0,188495994;3972,719971;697,6430054
348;C0348;336,8009949;1,768429995;-3,988480091;2,154500008;-15,51980019;3886,820068;665,7800293
349;C0349;188,1300049;1,642019987;4,651639938;14,3046999;-6,808529854;3919,75;508,6459961
350;C0350;241,6990051;3,425489902;-5,384150028;2,821409941;-14,76089954;3999,419922;424,4849854
351;C0351;225;1,313740015;-2,401190042;3,612859964;-5,775119781;4038,870117;358,04599
352;C0352;94,21420288;21,1154995;-7,071670055;4,509079933;-14,2262001;4197,899902;218,897995
353;C0353;231,7100067;5,604959965;-5,583069801;3,698509932;-13,4066;4172,350098;361,45401
354;C0354;295,3460083;4,871640205;-2,710190058;4,086319923;-13,43120003;4110,529785;314,6830139
355;C0355;278,9729919;8,864580154;-0,698001981;3,340440035;-14,71339989;4142,350098;483,6090088
356;C0356;111,038002;6,44328022;-5,694650173;2,88083005;-15,40330029;4242,870117;414,5740051
357;C0357;258,6900024;18,30150032;-1,431229949;2,888050079;-16,36770058;4101,160156;556,473999
358;C0358;135;12,29069996;-18,57110023;2,157010078;-17,25499916;4138,819824;663,75
359;C0359;154,8549957;12,37699986;-8,67798996;8,754340172;-9,200139999;4657,439941;1389,369995
360;C0360;97,43139648;10,65100002;-13,30930042;6,400720119;-10,76840019;4943,029785;1545,400024
361;C0361;100,3759995;30,33810043;-8,608909607;2,904779911;-16,6760006;5000,339844;1796,22998
362;C0362;137,6029968;7,196249962;-18,91889954;6,358099937;-10,86009979;4031,649902;2764,840088
363;C0363;163,6100006;4,108960152;-13,20250034;6,683690071;-10,77509975;3899,429932;2640,419922
364;C0364;42,3973999;7,196249962;5,696090221;3,597340107;-14,21879959;3937,310059;2549,889893
365;C0365;71,56500244;5,855800152;7,50206995;2,945310116;-7,1010499;3917,840088;2376,879883
366;C0366;104,5889969;17,00390053;-5,109600067;3,448689938;-15,43410015;2353,669922;2647,47998
367;C0367;105,9449997;10,04199982;-11,69740009;4,940430164;-12,89840031;1882,819946;2691,969971
368;C0368;59,6208992;7,760399818;5,362929821;3,305249929;-14,83930016;1374,780029;1991,900024
369;C0369;181,9750061;13,23950005;-0,094428197;2,671360016;-16,4598999;1171,290039;2034,839966
370;C0370;158,6289978;5,717840195;-2,696130037;3,836910009;-13,78610039;1106,680054;1948,300049
371;C0371;174,0939941;6,740799904;2,992429972;2,406120062;-16,23119926;1079,540039;1966,089966
372;C0372;176,9869995;8,769729614;0,57544601;3,747970104;-14,36200047;1024,079956;2093,669922
373;C0373;130,2359924;7,861470222;4,826230049;3,891900063;-14,0223999;927,3170166;1871,869995
374;C0374;167,0050049;9,216679573;-7,033100128;3,696199894;-14,53079987;840,1019897;1985,459961
375;C0375;220,2359924;3,949320078;-9,099060059;4,554389954;-11,88679981;772,3579712;1869,219971
376;C0376;87,87889862;6,25094986;0,014353;5,295129776;-12,1225996;1098,780029;1870,119995
377;C0377;97,76519775;10,20559978;-5,672269821;3,985599995;-14,15390015;1402,670044;1884,339966
378;C0378;100,7129974;8,67980957;7,468279839;1,966169953;-17,50519943;1333,48999;1705,280029
379;C0379;132,3970032;7,196249962;0,0460051;3,030610085;-15,25839996;822,1530151;1628,589966
380;C0380;165,9640045;3,82517004;-8,145350456;3,248630047;-14,16009998;692,6229858;1499,079956
381;C0381;131,3090057;10,09860039;0,707983971;2,230289936;-17,01709938;1049,150024;1750,550049
382;C0382;352,6940002;9,056879997;-13,70960045;4,600349903;-12,99059963;831,3339844;1340,47998
383;C0383;184,3990021;14,80430031;-2,508290052;3,013669968;-15,86030006;694,6710205;1047,410034
384;C0384;152,8190002;9,571260452;-11,04520035;3,312750101;-14,97920036;602,8220215;958,4730225
385;C0385;213,6900024;6,669690132;1,452010036;2,752379894;-15,57740021;701,9619751;1122,5
386;C0386;158,1990051;7,462709904;-30,51070023;3,850850105;-14,03209972;528,4609985;901,7739868
387;C0387;190,6199951;7,519030094;-8,737689972;1,813639998;-17,89139938;409,9750061;867,2230225
388;C0388;90;7,391679764;-1,569290042;4,285830021;-13,59150028;318,2839966;775,4949951
389;C0389;201,8009949;4,990809917;-1,65921998;4,485199928;-12,25860023;202,0829926;659,2940063
390;C0390;182,1210022;6,25094986;-1,816480041;4,788559914;-12,77960014;483,1289978;932,5410156
391;C0391;126,4690018;6,613840103;-1,256340027;3,933209896;-13,57999992;475,2059937;828,7529907
392;C0392;147,8040009;7,370240211;-1,94374001;1,94701004;-17,42110062;310,947998;768,1970215
393;C0393;116,5650024;1,038669944;1,471390009;1,649019957;-16,86490059;151,8939972;596,5419922
394;C0394;167,0050049;9,216679573;-16,47999954;4,189340115;-13,91650009;1236,030029;1022,320007
395;C0395;123,6900024;3,346179962;-6,683460236;4,889080048;-11,76879978;1076,060059;826,5809937
396;C0396;193,1730042;11,07229996;-1,515290022;5,007500172;-13,02460003;1063,920044;850,4050293
397;C0397;63,43489838;6,208320141;-20,44750023;3,578469992;-14,02190018;761,4920044;548,5219727
398;C0398;135;4,262539864;-0,872205019;5,601180077;-11,65859985;815,8660278;532,9229736
399;C0399;188,6159973;7,705930233;-11,65789986;5,561389923;-12,3064003;944,9530029;662,0089722
400;C0400;62,65010071;7,540040016;-1,742140055;2,69272995;-15,86410046;803,8549805;530,6950073
401;C0401;78,69010162;9,390219688;-0,320915014;1,954390049;-17,71689987;688,7550049;432,4140015
402;C0402;59,03620148;4,05644989;-12,75769997;3,849730015;-13,53450012;1005,309998;791,8289795
403;C0403;109,5920029;14,24569988;-11,92249966;2,779580116;-16,33480072;1552,819946;1319,359985
404;C0404;115,9069977;8,964189529;-20,52969933;7,12969017;-11,22029972;1714,150024;1463,300049
405;C0405;122,9049988;18,17779922;-8,432689667;3,983170033;-14,84150028;2118,939941;1903,670044
406;C0406;211,3990021;20,08849907;-7,187689781;3,822160006;-15,18360043;2389,409912;2153,090088
407;C0407;98,13009644;4,915309906;-4,035669804;5,183199883;-11,23960018;1657,949951;1483,849976
408;C0408;114,1460037;7,34153986;-6,461299896;4,919489861;-12,89039993;1815,310059;1654,619995
409;C0409;129,6109924;16,97290039;-4,044539928;3,343130112;-15,68500042;1761,119995;1579,23999
410;C0410;58,6269989;11,01650047;8,595230103;4,337800026;-13,89509964;563,9219971;589,6129761
411;C0411;183,1799927;8,31608963;-2,436480045;3,819829941;-14,05150032;942,1480103;918,8099976
412;C0412;105,2549973;5,28178978;-9,496120453;5,391550064;-10,23139954;657,5269775;583,2769775
413;C0413;204,4440002;5,595449924;6,680319786;3,035939932;-14,79539967;567,2130127;741,414978
414;C0414;108,4349976;2,202519894;2,545890093;7,31430006;-9,814609528;529,2860107;706,2369995
415;C0415;93,57630157;7,405950069;5,962210178;2,690939903;-15,6718998;761,8989868;754,5869751
416;C0416;208,6100006;5,801020145;-11,76690006;4,079569817;-11,63329983;700,7269897;328,7139893
417;C0417;128,9909973;6,25094986;-3,446180105;5,166759968;-12,13679981;546,7269897;164,2720032
418;C0418;78,69010162;8,233659744;-0,342489004;2,73052001;-15,86320019;439,6090088;316,1839905
419;C0419;149,0359955;2,706809998;1,501240015;3,504529953;-13,0873003;462,6029968;128,7259979
420;C0420;300,9639893;1,354159951;-7,358560085;4,435609818;-5,225319862;395,1759949;207,1690063
421;C0421;145,3049927;3,667649984;0,397900999;2,319250107;-14,80249977;371,5580139;91,08029938
422;C0422;26,56509972;1,038669944;-28,99939919;3,775880098;-12,01290035;455,696991;353,6679993
423;C0423;100,0080032;4,003250122;3,664779902;3,803009987;-13,08160019;467,9630127;176,8580017
424;C0424;270;0,929039001;12,71070004;2,838579893;-6,419360161;213,6519928;262,6090088
425;C0425;27,89730072;8,864580154;-12,57419968;6,254459858;-11,64309978;400,2130127;518,2769775
426;C0426;105,9449997;6,732940197;-5,140799999;5,7571702;-11,81589985;303,6419983;845,8049927
427;C0427;130,2359924;3,949320078;-8,703269958;4,536920071;-11,75720024;189,8710022;718,2780151
428;C0428;116,5650024;3,113300085;5,038919926;1,793050051;-16,54949951;256,0140076;560,322998
429;C0429;144,8659973;7,623459816;0,644635022;3,392910004;-13,20629978;161,0059967;766,3359985
430;C0430;227,1210022;8,805430412;-6,869550228;5,024529934;-12,8380003;995,0139771;807,6859741
431;C0431;212,470993;3,025749922;-11,71630001;3,910059929;-12,88659954;1147,430054;911,8969727
432;C0432;87,87889862;6,25094986;-5,556409836;2,815530062;-15,29370022;481,6140137;2698,810059
433;C0433;96,84279633;5,828479767;-2,682310104;7,260200024;-10,54450035;364,8630066;2729,330078
434;C0434;111,8010025;7,462709904;-3,456500053;2,976700068;-15,29850006;427,256012;2577,649902
435;C0435;63,43489838;5,17979002;-4,616260052;4,845129967;-12,53750038;391,9150085;2491,77002
436;C0436;83,65979767;2,102440119;-81,64920044;4,424160004;-5,055009842;214,9259949;2529,689941
437;C0437;306,0270081;6,293270111;7,983540058;1,86322999;-16,95969963;274,322998;2408,290039
438;C0438;98,97260284;4,45897007;-5,291900158;2,436419964;-15,62829971;766,2449951;2251,689941
439;C0439;116,5650024;10,27630043;9,198769569;2,072439909;-17,30739975;182,8670044;1981,589966
440;C0440;123,6900024;3,346179962;-1,348909974;2,553070068;-15,25899982;212,526001;1847,560059
441;C0441;140,7109985;3,297679901;1,816789985;2,657599926;-13,71710014;121,3970032;1915,599976
442;C0442;81,86990356;3,281349897;-18,01569939;2,962120056;-7,060890198;91,08029938;1867,48999
443;C0443;123,6900024;3,346179962;-2,92512989;9,019350052;-8,819129944;581,28302;1352,280029
444;C0444;90;2,785170078;-1,617689967;4,002029896;-12,82719994;432,1440125;1114,380005
445;C0445;123,6900024;1,674520016;2,216470003;1,784829974;-16,11450005;242,8099976;930,1149902
446;C0446;80,21759796;6,803359985;2,111289978;2,367490053;-16,3015995;316,7460022;834,5750122
447;C0447;75,96379852;3,82517004;-6,219610214;1,87846005;-16,92869949;255,3200073;990,7810059
448;C0448;140,7109985;6,573649883;-3,789580107;2,847049952;-15,19589996;243,220993;593,4370117
449;C0449;135;1,313740015;1,74161005;1,549250007;-17,92539978;146,5690002;618,9459839
450;C0450;135;1,642019987;-3,075920105;3,206650019;-13,18379974;409,2170105;616,2600098
451;C0451;119,7450027;7,448560238;4,698500156;2,428529978;-16,20330048;515,1229858;389,2590027
452;C0452;126,0270004;6,293270111;5,584280014;2,203619957;-16,47680092;459,6270142;255,352005
453;C0453;341,5650024;1,46875;-23,85079956;1,693400025;-16,02659988;358,946991;494,9289856
454;C0454;73,61049652;4,108960152;-7,35642004;2,846950054;-14,84969997;752,6799927;452,118988
455;C0455;45;1,970190048;-13,5795002;1,752609968;-16,89760017;601,03302;318,0929871
456;C0456;176,1860046;3,487620115;-1,953780055;1,707209945;-17,60129929;171,75;439,7409973
457;C0457;203,1990051;1,768429995;-15,31970024;16,70499992;1,385529995;1070,390015;1014,22998
458;C0458;11,30990028;1,18422997;-14,73449993;3,981110096;-5,289810181;1258,579956;1012,950012
459;C0459;0;0,929039001;1,050150037;2,89763999;-7,376029968;1390,439941;823,6030273
460;C0460;108,4349976;0,734493971;-14,90030003;2,760220051;-7,94715023;1627,930054;675,4370117
461;C0461;249,6239929;8,607150078;-0,761117995;2,835530043;-7,089190006;1857,97998;128,7599945
462;C0462;270;1,393409967;-0,10108;2,272890091;-9,683639526;2029,640015;42,89690018
463;C0463;60,94540024;7,13725996;-24,72100067;2,064559937;-9,276590347;3554,669922;902,3179932
464;C0464;90;2,321530104;-12,18270016;7,8990798;-1,885050058;3744,090088;773,6829834
465;C0465;201,8009949;2,500149965;-26,58950043;4,061970234;-5,210430145;4032,199951;153,5130005
466;C0466;59,03620148;1,354159951;-22,68490028;2,427580118;-9,557479858;429,1430054;202,1459961
467;C0467;161,5650024;1,46875;-13,05140018;2,335510015;-8,178480148;300,6619873;116,2590027
468;C0468;188,7460022;6,087329865;-9,370429993;2,529999971;-8,099010468;557,8809814;298,3380127
469;C0469;150,2550049;7,448560238;4,153210163;5,409800053;-4,246630192;472,25;335,9599915
470;C0470;30,96380043;1,354159951;-0,600238025;1,618810058;-9,891880035;189,5379944;346,3670044
471;C0471;198,4349976;1,46875;-0,665085971;1,514809966;-12,13630009;298,5880127;848,8339844
472;C0472;296,5650024;1,038669944;-1,781329989;1,405640006;-11,50010014;281,0310059;684,7969971
473;C0473;194,0359955;1,914720058;-34,48490143;2,462369919;-9,149479866;5952,649902;2178,530029
474;C0474;135;1,970190048;-37,375;5,524230003;-3,67305994;5288,759766;285,7669983
475;C0475;8,13010025;1,642019987;-8,50564003;2,989200115;-7,85615015;8198,580078;790,2269897
476;C0476;341,5650024;1,46875;-11,56830025;1,661020041;-9,681610107;8053,830078;416,6260071
477;C0477;108,4349976;0,734493971;-51,57849884;7,508769989;-3,288779974;7842,299805;444,802002
478;C0478;135;0,328489989;-0,970842004;2,795469999;-7,524390221;7811,120117;298,3469849
479;C0479;225;0,656958997;-2,896689892;1,672449946;-10,09290028;7757,259766;194,697998
480;C0480;262,875;3,740080118;-2,93930006;4,188509941;-5,740200043;7690,310059;407,1419983
481;C0481;236,3099976;1,674520016;-12,70479965;1,632050037;-12,05230045;7514,330078;348,493988
482;C0482;257,4710083;4,275080204;-5,830269814;1,715849996;-10,59619999;7616,970215;244,9920044
483;C0483;232,125;2,646519899;-2,013390064;1,95539999;-9,638230324;7507,450195;374,0119934
484;C0484;149,7440033;6,426790237;8,733830452;3,723390102;-12,02700043;7876,060059;60,68180084
485;C0485;225;1,970190048;-18,41629982;15,02880001;-0,972048998;7939,27002;244,9989929
486;C0486;138,8999939;14,1899004;-3,790290117;2,552710056;-16,57169914;8151,689941;300,8370056
487;C0487;290,2250061;18,17779922;-3,566770077;2,002589941;-18,1984005;8242,75;391,8999939
488;C0488;76,60749817;5,00150013;-15,98019981;2,033410072;-8,773349762;8100,970215;250,1119995
489;C0489;16,92749977;5,566810131;-10,1821003;5,404359818;-5,123740196;8245,400391;394,6380005
490;C0490;63,43489838;1,038669944;-15,01379967;2,210150003;-8,699090004;8068,459961;267,9159851
491;C0491;9,246109962;10,01620007;-5,409759998;2,89677;-14,9630003;9231,269531;255,9060059
492;C0492;169,6950073;5,17979002;-9,889679909;2,333019972;-15,80099964;9056,330078;103,9300003
493;C0493;157,8339996;6,740799904;-6,158490181;2,516560078;-16,0345993;8841,160156;232,3930054
494;C0494;102,723999;7,34153986;-4,809299946;1,807860017;-17,90340042;8895,610352;245,7980042
495;C0495;198,4349976;2,202519894;0,556755006;1,835600019;-10,91349983;8992,209961;384,2420044
496;C0496;168,6900024;5,901050091;1,414229989;2,504040003;-8,329389572;9011,120117;487,8640137
497;C0497;344,7449951;2,646519899;0,477775991;1,572080016;-10,72920036;9261,780273;288,2229919
498;C0498;325,6199951;10,57330036;-1,416030049;2,520200014;-15,87419987;9340,969727;404,7900085
499;C0499;108,4349976;2,202519894;18,07029915;12,61219978;-5,988910198;9499,349609;526,151001
500;C0500;232,8529968;18,55590057;2,003979921;2,393239975;-17,47200012;9567,389648;594,4619751
501;C0501;195,2550049;17,92970085;8,352239609;4,112770081;-14,25520039;9774,200195;801,5009766
502;C0502;159,4440002;7,888189793;1,571120024;3,175019979;-7,1394701;9044,360352;578,9140015
503;C0503;1,974930048;6,709290028;-8,843870163;13,91030025;0,965544999;9459,169922;904,2670288
504;C0504;180;9,663100243;-0,800592005;3,171149969;-14,94799995;9487,339844;203,1609955
505;C0505;203,9620056;9,074139595;5,785639763;3,010590076;-6,708099842;9211,980469;129,0279999
506;C0506;117,1809998;9,571260452;-11,9204998;5,055520058;-12,61610031;9159,599609;408,5469971
507;C0507;52,125;7,894859791;-4,005159855;4,845890045;-4,282790184;9203,459961;286,4769897
508;C0508;202,1660004;6,740799904;-19,09569931;10,79220009;-0,324651986;9160,400391;250,6049957
509;C0509;153,4349976;1,038669944;-49,08229828;5,187170029;-5,056220055;9866,040039;298,2810059
510;C0510;36,86989975;4,6354599;0,562030017;2,961889982;-8,144880295;10006,7998;505,4339905
511;C0511;155,2830048;15,70419979;0,955123007;2,632869959;-16,36669922;9777,519531;286,1889954
512;C0512;209,4759979;6,113460064;-3,59059;4,93874979;-4,233210087;9892,30957;407,2999878
513;C0513;25,70999908;6,926710129;-5,287370205;2,047800064;-8,645560265;10191,5;390,4609985
514;C0514;147,3390045;10,63650036;-10,18659973;4,228829861;-13,2677002;10052,2998;245,348999
515;C0515;339,4440002;3,962869883;-4,779099941;2,702419996;-7,861209869;10236;298,4750061
516;C0516;215,5379944;11,81840038;-3,59574008;4,397870064;-11,94680023;10212,2002;117,5589981
517;C0517;281,3099976;3,54866004;1,397619963;2,931129932;-7,966730118;10229;121,6600037
518;C0518;341,5650024;1,46875;-42,81240082;1,911299944;-9,641160011;10307,7998;316,1499939
519;C0519;303,6900024;1,674520016;-32,65969849;19,0496006;1,175469995;9480,969727;674,9299927
520;C0520;338,1990051;7,462709904;-45,12020111;4,286290169;-4,941669941;9273,780273;467,7470093
521;C0521;125,538002;1,997339964;-20,85420036;2,414129972;-9,077170372;8852,419922;359,2269897
522;C0522;86,63349915;3,949320078;-45,30319977;7,460020065;-2,17098999;8993,330078;30,34910011
523;C0523;191,3099976;1,18422997;9,389690399;3,189260006;-6,398660183;8554,230469;103,7649994
524;C0524;153,4349976;2,076669931;-16,95689964;2,881210089;-8,370770454;8480,049805;177,0570068
525;C0525;124,5090027;8,946700096;-4,557159901;1,890540004;-9,013290405;9051,129883;245,1430054
526;C0526;332,6499939;7,540040016;3,596590042;3,644720078;-5,752379894;8709,589844;146,6179962
527;C0527;45;1,642019987;3,377919912;2,98597002;-7,02312994;8904,230469;116,2009964
528;C0528;153,4349976;2,076669931;9,570119858;2,153569937;-10,95400047;8619,240234;189,4570007
529;C0529;336,8009949;1,768429995;1,227579951;2,008080006;-8,784689903;8386,450195;419,8080139
530;C0530;71,56500244;0,734493971;-15,72239971;1,865069985;-10,0763998;8210,919922;600,8699951
531;C0531;180;0,929039001;1,828410029;2,59416008;-7,570449829;8212,480469;328,5880127
532;C0532;169,6950073;5,17979002;-0,517023027;4,976659775;-5,690450191;8050,529785;467,7409973
533;C0533;240,2550049;7,448560238;-7,985680103;3,125560045;-7,23239994;7917,080078;644,5120239
534;C0534;90;0,929039001;8,098509789;1,643630028;-11,91069984;8089,560059;722,2059937
535;C0535;288,4349976;0,734493971;-0,36125201;1,739979982;-10,79039955;8055,22998;548,3109741
536;C0536;315;0,985383987;15,79440022;1,658720016;-12,20699978;7973,490234;787,9359741
537;C0537;353,2900085;7,901519775;0,855386019;1,582239985;-12,92310047;7914,879883;972,1110229
538;C0538;180;12,79090023;-1,36187005;2,768480062;-7,838990211;7500,390137;852,1929932
539;C0539;225;0,985383987;-25,64979935;4,112979889;-14,36870003;7526,75;814,3439941
540;C0540;240,3760071;13,37899971;3,627599955;3,783090115;-5,812920094;7439,709961;791,8300171
541;C0541;96,34020233;2,102440119;-13,50710011;2,95878005;-8,380490303;7671,359863;978,5720215
542;C0542;2,642539978;14,77760029;0,040125299;2,664109945;-8,474559784;7075,759766;316,2340088
543;C0543;196,3899994;4,108960152;-12,31359959;2,533600092;-8,544360161;6797,859863;85,79370117
544;C0544;296,5650024;1,038669944;9,884269714;1,832299948;-15,63609982;1001,419983;2483,360107
545;C0545;315;1,313740015;-36,770401;2,625169992;-14,87989998;3775,129883;607,9359741
546;C0546;270;0,929039001;-7,793580055;1,648210049;-16,16530037;3423,600098;257,5440063
547;C0547;72,89730072;6,293270111;-2,29824996;2,221110106;-16,51939964;3636,050049;469,8940125
548;C0548;270;0,929039001;-18,08650017;2,663759947;-13,76239967;3058,100098;316,1929932
549;C0549;237,2649994;7,685400009;5,148250103;1,901219964;-17,69720078;2956,050049;128,7140045
550;C0550;261,8699951;3,281349897;-0,593689024;4,121250153;-12,73659992;3034,98999;232,3580017
551;C0551;246,8009949;1,768429995;-3,198250055;1,676890016;-17,12759972;3248,060059;1203,430054
552;C0552;-1;0;-18,49419975;2,883419991;-7,369510174;3309,939941;1360,319946
553;C0553;153,4349976;1,038669944;2,339550018;3,406500101;-5,49477005;3218,530029;1428,349976
554;C0554;255,9640045;1,914720058;2,257179976;3,177229881;-13,57540035;3068,679932;1885,540039
555;C0555;348,6900024;1,18422997;8,242819786;1,755139947;-15,85099983;2859,860107;2125,159912
556;C0556;135;1,313740015;-0,170147002;2,973129988;-6,749529839;2737,780029;2145,300049
557;C0557;45;0,328489989;-37,68019867;3,934789896;-5,815100193;2247,310059;2043,52002
558;C0558;0;0,464549989;0,802233994;1,40910995;-11,6427002;1760,73999;1760,829956
559;C0559;270;0,929039001;-58,14379883;1,636540055;-10,22809982;1580,920044;1533,349976
560;C0560;-1;0;-14,07180023;1,834820032;-16,32799911;1429,469971;1318,810059
561;C0561;142,125;2,646519899;-0,176155001;11,28369999;-1,076110005;1730,619995;1548,369995
562;C0562;59,03620148;2,706809998;11,13679981;3,459089994;-6,306509972;459,5740051;2552,959961
563;C0563;215,5379944;1,997339964;6,244420052;2,059629917;-9,30121994;450,4309998;2479,48999
564;C0564;161,5650024;0,734493971;-68,61560059;3,433160067;-6,325349808;364,7640076;2602,919922
565;C0565;23,19860077;1,768429995;-12,91469955;1,757969975;-16,17379951;2246,459961;674,8649902
566;C0566;180;0,464549989;16,44199944;3,206629992;-7,477809906;0;651,8939819
567;C0567;326,3099976;1,674520016;-7,907849789;1,41260004;-11,84280014;85,81700134;1075,109985
