OBJECTID;Name;Exposition;Hangneig;LS-Faktor;TWIndex;Woelbung;Pfad_Fluss;Pfad_Dorf
1939;A1988;326,3099976;6,669690132;4,023530006;-13,14519978;-11,52490044;1582,400024;815,3029785
1940;A1989;187,0460052;19,97900009;1,467560053;-20,04229927;-19,2241993;1218,790039;482,5230103
1941;A1990;135;2,626110077;5,521029949;-11,16160011;-21,84799957;1500,23999;347,197998
1942;A1991;7,125020027;7,448560238;3,784049988;-13,09000015;-11,92959976;435,7669983;293,5
1943;A1992;101,3099976;3,54866004;9,080389977;-1,25150001;4,109049797;1057,77002;664,5910034
1944;A1993;355,6010132;3,025749922;6,542200089;-9,269780159;-6,133259773;1898,859985;1127,089966
1945;A1994;125,7890015;12,12860012;2,998290062;-15,58909988;-24,4197998;1180,25;366,8989868
1946;A1995;176,6340027;3,949320078;4,897880077;-12,33049965;-16,13750076;408,1400146;1293,02002
1947;A1996;264,0939941;6,740799904;3,31362009;-6,228569984;-42,10219955;522,8049927;1236,719971
1948;A1997;144,4620056;1,997339964;4,770870209;-11,54489994;-10,37919998;389,6879883;1139,540039
1949;A1998;122,8000031;12,24520016;3,834619999;-14,4921999;-12,24440002;339,4140015;562,0079956
1950;A1999;189,4620056;2,823519945;5,828639984;-4,066170216;-27,10700035;323,2510071;800,4290161
1951;A2000;243,4349976;10,27630043;3,908370018;-14,13539982;-5,639540195;350,3720093;1256,150024
1952;A2001;75,96379852;1,914720058;7,367249966;-8,671010017;-20,7343998;1171,099976;945,8510132
1953;A2002;147,9949951;4,374139786;2,471479893;-15,28779984;-10,66180038;1257,560059;786,7440186
1954;A2003;122,4710007;6,03470993;3,637809992;-14,23840046;-8,036629677;1384,939941;615,2089844
1955;A2004;329,0360107;4,05644989;4,360050201;-5,538760185;5,022049904;1353,790039;419,6180115
1956;A2005;167,0050049;12,20790005;3,276400089;-15,29539967;-13,49009991;1099,27002;333,6400146
1957;A2006;115,0169983;3,839169979;4,581429958;-11,05449963;-1,351969957;329,8760071;245,75
1958;A2007;210,9640045;1,354159951;4,419260025;-11,92770004;-14,88770008;854,5369873;536,2280273
1959;A2008;85,6013031;3,025749922;5,68118;-9,976849556;-6,404870033;998,5759888;1116,939941
1960;A2009;102,0950012;6,621850014;7,23898983;-10,57209969;-32,81669998;1079,650024;1054,709961
1961;A2010;164,7449951;7,894859791;6,247509956;-11,61260033;-41,12070084;2140,860107;1072,589966
1962;A2011;358,0249939;6,709290028;3,695460081;-12,82120037;0,321303993;1323,430054;1057,219971
1963;A2012;198,4349976;1,46875;7,276599884;-9,781060219;-28,9178009;782,9730225;668,375
1964;A2013;171,8699951;1,642019987;1,916540027;-15,3366003;-29,18849945;805,1890259;593,3060303
1965;A2014;132,2740021;6,873030186;8,298239708;-9,365280151;-22,05389977;933,9030151;720,9420166
1966;A2015;341,5650024;1,46875;2,058209896;-9,382029533;-31,31649971;1092,430054;879,8200073
1967;A2016;115,973999;9,974780083;2,927680016;-15,83059978;-12,70670033;856,8439941;892,835022
1968;A2017;180;2,785170078;6,136889935;-10,28559971;-21,83740044;935,8829956;874,6950073
1969;A2018;87,13760376;9,22233963;3,93276;-13,60849953;5,255099773;1318,130005;1406,060059
1970;A2019;270;4,173649788;3,900710106;-13,01019955;-1,838199973;1291,609985;1474,23999
1971;A2020;267,7090149;5,791840076;6,837749958;-9,743149757;-20,96960068;851,4949951;1034,130005
1972;A2021;225;0,656958997;5,447259903;-4,596280098;-82,42739868;268,6040039;412,6849976
1973;A2022;246,3710022;8,059619904;5,778550148;-12,11489964;-54,84540176;292,7950134;323,6960144
1974;A2023;91,54820251;8,533840179;2,167910099;-16,87509918;15,85140038;467,8880005;634,8339844
1975;A2024;122,9049988;4,692790031;4,906370163;-12,34029961;-12,72949982;921,0430298;990,5889893
1976;A2025;161,5650024;3,667649984;4,602399826;-4,649199963;-14,07839966;713,8250122;852,5980225
1977;A2026;18,43490028;0,734493971;10,5461998;-0,394623011;-12,53110027;844,3959961;799,9660034
1978;A2027;135;0,328489989;10,90209961;-1,12706995;-20,75169945;1014,570007;926,5250244
1979;A2028;188,1300049;1,642019987;4,801099777;-10,82040024;-21,14109993;706,7089844;588,4130249
1980;A2029;146,8890076;6,352039814;6,973939896;-10,63710022;-6,572790146;274,3070068;220,602005
1981;A2030;230,4400024;6,896090031;2,457920074;-8,259819984;-6,768780231;896,6409912;699,8909912
1982;A2031;250,7100067;9,748680115;4,032460213;-14,03559971;-1,685070038;987,8699951;671,1959839
1983;A2032;127,875;2,646519899;4,54651022;-4,601650238;-3,651740074;529,5629883;584,0640259
1984;A2033;217,4049988;4,958600044;4,47247982;-5,970009804;-4,084330082;951,1669922;258,0859985
1985;A2034;18,43490028;2,935570002;7,054669857;-3,304330111;-24,21249962;885,789978;379,5280151
1986;A2035;78,69010162;4,726850033;4,601079941;-11,83100033;-11,07680035;488,2909851;657,4060059
1987;A2036;228,0130005;6,225409985;2,114670038;-9,246729851;-3,263079882;935,065979;442,0969849
1988;A2037;225;0,985383987;3,31269002;-6,476819992;-18,62299919;941,7839966;565,9169922
1989;A2038;200,2250061;13,83469963;3,111929893;-15,72939968;7,93487978;1586;630,302002
1990;A2039;315;1,970190048;6,174930096;-3,116290092;-44,91870117;1444,920044;703,8220215
1991;A2040;176,6340027;3,949320078;9,204130173;-1,099349976;14,51319981;1238,579956;711,1749878
1992;A2041;18,43490028;4,398550034;4,988890171;-11,72579956;-64,4815979;1701,48999;457,946991
1993;A2042;61,69919968;3,425489902;4,843790054;-11,45969963;-12,65390015;1822,949951;454,7460022
1994;A2043;221,423996;5,251399994;3,76067996;-13,77350044;-17,24379921;1885,180054;868,5079956
1995;A2044;353,2900085;7,901519775;4,030330181;-13,99880028;-13,21339989;2442,860107;452,6470032
1996;A2045;45;3,281349897;3,50515008;-12,38659954;-23,71409988;2141,629883;164,9559937
1997;A2046;6,009009838;8,805430412;3,311490059;-12,67090034;-4,134190083;5657,189941;1544,579956
1998;A2047;108,4349976;10,88510036;3,786040068;-14,25510025;-0,528344989;5725,930176;1244,27002
1999;A2048;65,22489929;6,621850014;5,630080223;-11,52140045;-4,035109997;5696,149902;603,4019775
2000;A2049;144,4620056;1,997339964;6,107329845;-10,3100996;-4,067279816;5235,810059;160,2129974
2001;A2050;135;4,262539864;5,62237978;-10,02400017;-25,99200058;2165,780029;1245,939941
2002;A2051;53,13010025;4,6354599;6,35323;-10,22189999;-16,36129951;2084,030029;1331,790039
2003;A2052;356,1860046;3,487620115;6,686709881;-10,26189995;-4,766940117;2568,01001;617,3599854
2004;A2053;235,0079956;5,65226984;1,746379972;-17,32189941;-10,34160042;2877,060059;320,1149902
2005;A2054;99,78240204;6,803359985;3,718889952;-13,50940037;-4,690030098;3226,340088;824,1719971
2006;A2055;255,9640045;5,72713995;3,565999985;-5,344629765;2,767240047;3248,959961;743,7600098
2007;A2056;40,60129929;4,275080204;8,433670044;-7,998270035;-13,10369968;2787,590088;423,1069946
2008;A2057;262,875;3,740080118;5,539790154;-3,613670111;-9,118700027;2809,889893;135,1159973
2009;A2058;350,5379944;2,823519945;7,687329769;-9,565259933;0,488148004;2681,870117;238,2870026
2010;A2059;23,74950027;12,48700047;2,329540014;-16,8390007;-2,81678009;2711,72998;177,3430023
2011;A2060;122,4710007;3,025749922;2,94017005;-6,805270195;-30,48620033;2395,76001;379,178009
2012;A2061;171,8699951;6,541309834;4,300749779;-11,36019993;-17,21689987;2136,379883;577,6350098
2013;A2062;114,4440002;2,804409981;6,528439999;-2,837929964;-24,74810028;2609,919922;104,927002
2014;A2063;111,038002;3,231859922;3,232709885;-13,59869957;-43,11389923;2029,280029;727,4260254
2015;A2064;0;2,785170078;1,511459947;-11,93270016;-81,19979858;3423,75;809,2630005
2016;A2065;7,431409836;5,371900082;6,0520401;-9,640740395;-7,681220055;3593,209961;1027,910034
2017;A2066;261,8699951;4,915309906;4,040919781;-13,28359985;-21,52330017;3864,679932;1446,449951
2018;A2067;143,1300049;2,321530104;6,197090149;-3,870820045;-33,6609993;3930,27002;1685,77002
2019;A2068;303,6900024;1,674520016;6,227729797;-3,073719978;-24,22719955;4167,339844;1812,859985
2020;A2069;78,69010162;3,54866004;6,303659916;-3,01312995;-43,09400177;5014,22998;2470,540039
2021;A2070;45;3,281349897;4,987400055;-4,194819927;-19,43740082;4893,209961;2591,899902
2022;A2071;41,42369843;5,251399994;2,331140041;-8,682080269;-43,69409943;4721,209961;2763,77002
2023;A2072;266,9869995;8,769729614;2,647629976;-15,58689976;4,898099899;1620,579956;1917,209961
2024;A2073;302,4710083;6,03470993;5,346380234;-10,62660027;-31,2859993;2234,51001;2512,879883
2025;A2074;285,2550049;7,894859791;3,979660034;-13,6548996;-3,649749994;5056,740234;3155,320068
2026;A2075;144,4620056;1,997339964;6,978219986;-9,643619537;-51,93669891;6620,779785;1234,619995
2027;A2076;39,14400101;12,66790009;3,755439997;-14,53800011;-5,914850235;6250,990234;1639,079956
2028;A2077;105,2549973;2,646519899;4,238820076;-12,72560024;-23,71649933;5927,47998;1883,290039
2029;A2078;45;1,970190048;3,522619963;-5,90158987;-37,56259918;6075,660156;2884,969971
2030;A2079;180;5,557229996;2,352560043;-15,48499966;-22,76959991;6161,259766;2846,01001
2031;A2080;70,70999908;9,748680115;5,442520142;-11,57750034;2,078979969;3490,409912;1994,689941
2032;A2081;298,3009949;10,18019962;2,636830091;-15,96529961;0,64142102;3233,5;1413,51001
2033;A2082;132,5099945;7,519030094;2,760740042;-15,43319988;-4,691060066;3679,570068;1819,560059
2034;A2083;301,2640076;14,87409973;2,281589985;-17,06649971;6,345900059;3101,72998;1314,719971
2035;A2084;315;0,985383987;11,95639992;-0,0864022;-33,94070053;3521,379883;1660,099976
2036;A2085;259,9920044;4,003250122;3,613029957;-13,33850002;-4,325009823;2745,350098;874,5859985
2037;A2086;251,5650024;0,734493971;0;4,453820229;3,330140114;2880,23999;1020,820007
2038;A2087;88,02510071;6,709290028;2,50906992;-7,722370148;-2,523400068;1922,829956;815,9949951
2039;A2088;252,5529938;8,459850311;3,700579882;-14,10659981;-5,697969913;1781,709961;851,5020142
2040;A2089;315;0,328489989;7,071800232;-8,883999825;-24,61910057;1742,300049;425,9630127
2041;A2090;18,43490028;7,305500031;4,006279945;-13,8132;3,031949997;1788,540039;468,0610046
2042;A2091;185,1940002;2,563910007;5,000850201;-11,71440029;-21,3390007;2025,839966;293,9530029
2043;A2092;174,8059998;2,563910007;4,08795023;-12,31439972;5,004970074;1926,550049;659,8670044
2044;A2093;3,012789965;8,769729614;3,95333004;-13,98939991;-12,87440014;2154,97998;515,4500122
2045;A2094;349,3800049;7,519030094;4,113530159;-13,79080009;9,047200203;2139,129883;657,6129761
2046;A2095;330,9450073;7,13725996;6,661880016;-9,873000145;-57,79359818;2465,179932;1253,719971
2047;A2096;350,6759949;15,39000034;2,758019924;-16,38069916;-4,685259819;2220,409912;1247,319946
2048;A2097;304,6950073;3,667649984;4,695559978;-11,27289963;-53,29700089;1596,170044;1087,829956
2049;A2098;261,2539978;6,087329865;3,254559994;-12,75739956;-14,66100025;1673,599976;1453,339966
2050;A2099;135;2,298219919;5,517849922;-10,92920017;-10,36159992;1776,400024;1283,849976
2051;A2100;0;11,45880032;2,469690084;-15,24139977;-34,73649979;2725,25;1299,910034
2052;A2101;0;0,929039001;8,175209999;-1,117660046;-49,89979935;2725,75;1091,890015
2053;A2102;63,43489838;14,24230003;3,622179985;-14,5923996;-1,913110018;2711,560059;968,9710083
2054;A2103;170,5379944;5,633399963;2,739089966;-7,180640221;-37,49850082;2802,25;1010,049988
2055;A2104;124,875;9,261799812;2,355479956;-16,81489944;-13,51840019;2593,870117;772,1090088
2056;A2105;289,6539917;13,55379963;2,356980085;-7,931869984;5,941100121;2636,360107;718,4260254
2057;A2106;41,30860138;10,09860039;5,153289795;-11,84969997;-16,72699928;2376,870117;937,1350098
2058;A2107;158,6289978;5,717840195;1,976719975;-8,811579704;4,811560154;1023,98999;622,0130005
2059;A2108;53,53079987;6,613840103;5,459630013;-3,795180082;-25,98139954;803,2269897;841,0560303
2060;A2109;251,5650024;1,46875;9,913649559;-1,023190022;-1,83581996;1290,930054;1409,060059
2061;A2110;78,69010162;9,390219688;4,577060223;-13,29829979;-11,59000015;1301,98999;1581,660034
2062;A2111;165,9640045;1,914720058;7,182310104;-1,765089989;-8,779069901;547,9509888;635,1729736
2063;A2112;63,43489838;14,24230003;3,035160065;-15,72060013;-3,615560055;598,5250244;2239,949951
2064;A2113;21,03750038;3,231859922;6,71901989;-3,139679909;-39,08639908;1794,400024;2687,350098
2065;A2114;163,6100006;4,108960152;4,795340061;-4,380559921;-22,47929955;2321,379883;2690,310059
2066;A2115;7,765170097;10,20559978;3,792939901;-14,48830032;-15,40330029;844,2579956;865,3729858
2067;A2116;303,6900024;1,674520016;5,457670212;-4,179279804;-8,666810036;938,5869751;377,8009949
2068;A2117;303,6900024;5,012159824;1,52173996;-12,59440041;7,085430145;724,1339722;263,3179932
2069;A2118;161,5650024;5,127999783;3,422990084;-8,385620117;0,242212996;487,1000061;213,2810059
2070;A2119;207,8970032;4,45897007;1,853360057;-9,666919708;0,221470997;387,4389954;250,2720032
2071;A2120;145,0079956;11,19659996;2,897730112;-15,3757;-21,81270027;1742,349976;1209,119995
2072;A2121;127,5039978;12,39340019;2,091860056;-9,223600388;9,941570282;562,8220215;900,684021
2073;A2122;41,18590164;4,926169872;3,765180111;-6,035409927;-17,80050087;742,4160156;1153,51001
2074;A2123;206,5650024;5,17979002;3,320410013;-6,197159767;-53,42770004;1214,910034;910,8209839
2075;A2124;156,0379944;4,565700054;0;9,044079781;-12,07670021;1392,949951;1305,910034
2076;A2125;84,17369843;11,29230022;4,100029945;-14,08619976;-4,213610172;366,0039978;866,8120117
2077;A2126;59,03620148;2,706809998;5,272339821;-4,352019787;-18,09740067;1147,839966;459,894989
2078;A2127;4,398700237;6,03470993;3,97465992;-13,14560032;-7,218550205;1016,73999;338,0379944
2079;A2128;225;11,03050041;5,043849945;-12,01249981;-2,480690002;1125,670044;239,7250061
2080;A2129;92,7263031;4,871640205;7,047399998;-10,69320011;-23,28019905;1082,619995;369,144989
2081;A2130;71,56500244;0,734493971;2,99800992;-7,648869991;-22,1182003;1440,109985;378,769989
2082;A2131;0;3,248440027;7,085149765;-8,863260269;-3,762870073;856,9760132;909,1259766
2083;A2132;194,0359955;1,914720058;6,549339771;-2,821949959;1,053660035;735,5599976;787,6970215
2084;A2133;203,7489929;6,318530083;4,080729961;-12,91409969;-4,836569786;121,3470001;228,8439941
2085;A2134;203,9620056;9,074139595;4,157420158;-13,39579964;-4,139570236;990,585022;496,2340088
2086;A2135;336,8009949;1,768429995;10,7553997;-1,039010048;-19,36050034;1143,780029;601,0059814
2087;A2136;47,86240005;19,00510025;4,468920231;-13,92319965;-1,097280025;488,2869873;1105,420044
2088;A2137;79,99199677;4,003250122;2,032959938;-16,53350067;-9,669890404;419,677002;921,1729736
2089;A2138;113,6289978;8,059619904;4,998670101;-12,77099991;1,157420039;189,4989929;177,2649994
2090;A2139;293,9620056;9,074139595;2,27083993;-15,21440029;4,680290222;164,6940002;734,5390015
2091;A2140;147,529007;14,80430031;1,994840026;-18,05789948;10,37119961;475,4779968;768,7230225
2092;A2141;75,96379852;7,616539955;4,362180233;-12,39700031;2,638819933;646,7700195;701,9790039
2093;A2142;253,8110046;7,455639839;2,046230078;-16,11829948;2,057359934;879,0189819;744,5449829
2094;A2143;173,6600037;2,102440119;4,63064003;-10,99380016;-3,082570076;1339,109985;304,0820007
2095;A2144;159,6239929;8,607150078;1,705240011;-18,2451992;7,834199905;2028,199951;665,6760254
2096;A2145;71,56500244;1,46875;4,162769794;-5,066699982;-31,62969971;2045,670044;653,8959961
2097;A2146;27,47439957;6,516940117;3,849889994;-12,61390018;-9,542909622;2079,580078;1458,069946
2098;A2147;144,4620056;5,972720146;3,577869892;-12,27270031;-8,597590446;2900,459961;1650,930054
2099;A2148;43,60279846;13,23190022;4,74229002;-10,86789989;-2,526329994;2762,699951;1557,359985
2100;A2149;315;2,95381999;5,450860023;-11,2823;-50,5719986;3306,01001;1433,359985
2101;A2150;311,5830078;21,04750061;2,360019922;-17,45859909;-0,602469027;3221,939941;1161,050049
2102;A2151;299,0549927;11,78820038;2,023600101;-17,66379929;2,113950014;3188,219971;1066,030029
2103;A2152;206,5650024;4,147890091;2,781349897;-14,33119965;-5,156050205;3109,340088;964,5900269
2104;A2153;111,038002;15,76609993;2,249629974;-17,33530045;-23,71649933;3278,070068;667,8889771
2105;A2154;64,65380096;9,673839569;4,459660053;-4,80671978;-1,71815002;3838,899902;1155,25
2106;A2155;102,9950027;3,095989943;4,047729969;-13,06050014;0,085058197;5523,359863;373,1400146
2107;A2156;288,4349976;1,46875;1,584480047;-17,46120071;-11,1498003;8015,72998;1741,410034
2108;A2157;144,1620026;10,20559978;1,943680048;-17,83110046;0,856923997;8088,689941;1746,72998
2109;A2158;180;7,848070145;3,066809893;-14,15030003;-3,686170101;8009,819824;1814,890015
2110;A2159;188,1300049;4,915309906;2,83788991;-14,12479973;-22,18190002;7753,5;2302,810059
2111;A2160;165,2559967;9,051110268;2,315540075;-16,40649986;-4,490749836;7942,919922;2492,23999
2112;A2161;177,7089996;11,4677;2,912659883;-15,62059975;-1,20175004;8167,879883;2443,590088
2113;A2162;148,8150024;19,80649948;1,520550013;-19,77630043;-5,835939884;7900,680176;2446,290039
2114;A2163;106,3899994;4,108960152;4,431489944;-12,37100029;-25,20899963;7711,47998;2091,72998
2115;A2164;270;0,464549989;7,27903986;-2,293780088;-39,65520096;8886,429688;2270,360107
2116;A2165;68,42870331;10,61709976;3,231750011;-6,353660107;2,898370028;9044,570313;2309,469971
2117;A2166;338,9620056;3,231859922;1,50793004;-11,23620033;-6,874559879;8972,419922;2304,100098
2118;A2167;8,972629547;8,864580154;3,37699008;-13,9630003;-19,67749977;8408,990234;2953,909912
2119;A2168;0;5,096680164;4,453269958;-12,98830032;-7,030439854;10832,90039;622,5120239
2120;A2169;59,03620148;4,05644989;8,451370239;-2,128910065;4,76527977;15496,2998;1201,51001
2121;A2170;338,1990051;2,500149965;7,809959888;-1,896450043;-22,06889915;15391,2002;1296,920044
2122;A2171;255,9640045;11,34210014;2,756560087;-16,18470001;7,996220112;16085;634,0029907
2123;A2172;33,69010162;3,346179962;3,798190117;-6,228549957;6,477739811;18296,59961;1458,959961
2124;A2173;0;0,464549989;5,413750172;-4,048039913;-5,280600071;17870,59961;240,4589996
2125;A2174;75,96379852;1,914720058;8,766639709;-8,614359856;-31,68479919;16734,40039;1095,27002
2126;A2175;81,86990356;4,915309906;2,325880051;-15,80290031;-22,20569992;16519,59961;880,434021
2127;A2176;117,3499985;7,540040016;8,512760162;-9,022999763;-27,22529984;16168,2998;527,0479736
2128;A2177;291,0379944;3,231859922;8,555020332;-3,663719893;-50,38539886;16313,40039;673,4099731
2129;A2178;315;0,656958997;9,133460045;-0,563471019;-74,38510132;16175,7002;540,5369873
2130;A2179;108,4349976;1,46875;5,606299877;-4,573440075;-45,47769928;15878,59961;451,7409973
2131;A2180;45;1,313740015;6,536019802;-4,118350029;-65,1332016;16179,7998;927,9140015
2132;A2181;141,5820007;8,533840179;5,630239964;-11,99740028;-1,776450038;16076,09961;1286,72998
2133;A2182;124,5630035;12,49110031;8,516160011;-8,641340256;-26,51479912;14770,2002;2152,280029
2134;A2183;118,6100006;5,801020145;3,397550106;-6,377470016;-11,73579979;14881,40039;1929,52002
2135;A2184;260,5379944;2,823519945;1,588269949;-11,68929958;-10,63329983;14368,2998;1078,969971
2136;A2185;305,5379944;1,997339964;8,281740189;-8,441459656;-11,80659962;14071,2002;902,164978
2137;A2186;8,13010025;4,915309906;9,262249947;-8,218449593;-64,78890228;13908,59961;806,8430176
2138;A2187;27,75849915;9,875559807;1,942849994;-17,48690033;-7,237720013;13813,5;642,7210083
2139;A2188;11,30990028;3,54866004;5,289010048;-11,75279999;-52,18259811;13974,40039;682,9520264
2140;A2189;66,80139923;1,768429995;3,830009937;-4,908860207;-4,500510216;13686,40039;958,1610107
2141;A2190;12,9946003;3,095989943;9,896280289;-8,354519844;0,485855013;13589,2998;818,7579956
2142;A2191;225;0,985383987;4,127369881;-5,130579948;-6,930510044;13508,2002;709,8359985
2143;A2192;331,6990051;3,425489902;9,937270164;-7,873549938;-43,43840027;13358,09961;768,9580078
2144;A2193;219,2890015;3,297679901;0;9,313340187;0,706512988;13273,7998;324,7380066
2145;A2194;63,43489838;1,038669944;1,995419979;-8,247579575;-48,69689941;13253,7998;341,2890015
2146;A2195;206,5650024;1,038669944;5,507689953;-10,13379955;-29,88279915;13096,5;280,7520142
2147;A2196;175,6009979;3,025749922;4,564040184;-12,34980011;-11,71329975;13187,5;243,0559998
2148;A2197;315;4,262539864;2,316809893;-15,7269001;-0,186573997;13518,2002;255,7630005
2149;A2198;30,96380043;1,354159951;9,791190147;-1,49375999;-21,36510086;13160,2002;637,0579834
2150;A2199;225;1,642019987;14,55819988;-5,619130135;-0,053096499;12348,59961;1000,820007
2151;A2200;248,9620056;3,231859922;1,812219977;-10,49330044;-1,737879992;12390;1084,849976
2152;A2201;75,46549988;6,451509953;2,586509943;-15,31970024;-1,805330038;12489,90039;970,6599731
2153;A2202;165,0690002;7,174190044;2,656559944;-16,02860069;1,154800057;12369,90039;1116,579956
2154;A2203;44,0121994;18,39609909;2,061739922;-17,99399948;2,053469896;12595,90039;890,3549805
2155;A2204;170,5379944;2,823519945;2,595809937;-7,723249912;-21,80929947;12647,40039;1887,880005
2156;A2205;242,4750061;17,9822998;2,232909918;-17,67160034;1,678079963;12537,40039;1794,27002
2157;A2206;131,6340027;5,576369762;2,129699945;-16,61779976;-24,41760063;12758,2002;1968,280029
2158;A2207;158,9620056;6,44328022;2,184099913;-16,74300003;-22,27359962;12783,40039;2028,829956
2159;A2208;154,4400024;5,901050091;10,16079998;-0,626091003;-16,83009911;13102,5;1205,579956
2160;A2209;49,96969986;7,540040016;10,06949997;-0,723022997;3,032239914;12774;1520,109985
2161;A2210;123,6900024;3,346179962;6,234899998;-10,7961998;-32,03530121;13187,59961;2510,310059
2162;A2211;171,8699951;1,642019987;0;5,585690022;-47,76470184;13132,90039;2350,27002
2163;A2212;305,5379944;1,997339964;11,68500042;-0,193858996;-7,688260078;13048,09961;354,0559998
2164;A2213;184,3990021;3,025749922;2,59465003;-13,88770008;-30,37310028;11843,59961;1469,910034
2165;A2214;99,09030151;11,60060024;2,561700106;-16,04059982;3,014270067;11977,59961;1346,079956
2166;A2215;45;7,83465004;7,312439919;-10,5710001;-8,176569939;11881,90039;1436,469971
2167;A2216;201,8009949;7,462709904;2,67553997;-15,58860016;-0,892852008;11809,7002;1117,47998
2168;A2217;131,1860046;4,926169872;4,641459942;-12,25879955;-4,703999996;12146,90039;1175,910034
2169;A2218;196,6990051;4,838620186;2,849679947;-13,40820026;3,695070028;12102,2998;1196,339966
2170;A2219;82,875;3,740080118;1,834939957;-15,61480045;-14,78479958;13134;318,6170044
2171;A2220;101,3099976;1,18422997;12,11200047;-6,5176301;7,169660091;13360,7998;103,913002
2172;A2221;113,1989975;3,533499956;3,551280022;-5,892849922;-15,97280025;13526,2002;237,9450073
2173;A2222;344,0549927;3,378129959;2,554929972;-8,824680328;-18,83320045;13543,40039;255,772995
2174;A2223;184,3990021;6,03470993;2,744590044;-14,99629974;-2,670059919;12540,59961;2122,540039
2175;A2224;225;8,478409767;8,998209953;-8,019040108;-29,47509956;12361,90039;1837,650024
2176;A2225;159,4440002;3,962869883;2,619230032;-7,414999962;-9,916529655;12311,40039;1679,390015
2177;A2226;94,57389832;11,49440002;2,509720087;-16,25939941;7,422709942;12149,40039;1555,109985
2178;A2227;74,16760254;15,76609993;2,093349934;-17,75250053;1,360679984;12055,59961;1534,540039
2179;A2228;33,11130142;12,55169964;2,169239998;-17,24900055;-1,19464004;11993,5;1577,969971
2180;A2229;235,0079956;5,65226984;2,690429926;-13,70650005;-11,07530022;11786,2002;1300,800049
2181;A2230;161,5650024;0,734493971;7,707369804;-2,861890078;-45,1772995;11480,7998;1174,849976
2182;A2231;281,3099976;5,901050091;9,138540268;-1,156270027;-59,88119888;11606,7998;1231,609985
2183;A2232;78,69010162;2,367449999;4,146910191;-5,061629772;-14,12209988;11965;1726,459961
2184;A2233;20,55599976;7,888189793;2,176399946;-14,77299976;-20,30960083;11737,7998;1638,310059
2185;A2234;161,5650024;5,127999783;4,73842001;-12,56949997;-10,97799969;11871,2998;2090,399902
2186;A2235;247,6199951;4,262539864;8,509209633;-7,956470013;-1,683640003;11815,5;1849,310059
2187;A2236;180;3,248440027;6,232759953;-10,61079979;-7,023169994;11912,2998;2039,459961
2188;A2237;99,46230316;2,823519945;7,306200027;-2,253999949;-14,60140038;11369,90039;1114,219971
2189;A2238;97,125;3,740080118;7,580029964;-8,507599831;7,381579876;11218,5;1251,219971
2190;A2239;92,7263031;9,673839569;2,481410027;-15,90719986;3,32930994;11175,7002;1226,75
2191;A2240;225;0,656958997;8,798890114;-1,619619966;-10,51070023;11114,2998;1171,449951
2192;A2241;260,5379944;2,823519945;5,432710171;-10,52760029;-3,108059883;10952,7002;1089,859985
2193;A2242;11,30990028;10,53909969;3,086899996;-14,81299973;1,757390022;11214,59961;1292,829956
2194;A2243;324,4620056;3,989840031;6,200819969;-3,875089884;-34,74689865;11196,7002;1551,449951
2195;A2244;78,69010162;1,18422997;3,535820007;-5,882880211;-19,65950012;10120,59961;1246,060059
2196;A2245;341,5650024;2,202519894;8,653619766;-1,383569956;-21,91020012;9966,799805;1154,22998
2197;A2246;212,1959991;7,370240211;2,88331008;-15,26910019;2,471990108;9963,219727;1107,819946
2198;A2247;34,38029861;5,332049847;3,093019962;-6,847000122;-40,27310181;9785,660156;1255,75
2199;A2248;352,875;3,740080118;3,047130108;-6,647779942;-0,668354988;9557,099609;1348,800049
2200;A2249;343,3930054;13,55749989;2,346129894;-16,47489929;-0,762668014;9412,110352;1255,680054
2201;A2250;228,8139954;4,926169872;12,16090012;0,220512003;0,384640008;9112,769531;1218,099976
2202;A2251;145,7839966;6,987549782;3,432590008;-6,497819901;-4,528349876;9054,320313;1112,619995
2203;A2252;341,5650024;5,855800152;7,357530117;-10,52810001;-29,51160049;8908,009766;244,0209961
2204;A2253;309,2890015;3,297679901;2,416189909;-14,24129963;-20,77860069;8829,150391;335,1180115
2205;A2277;108,4349976;1,46875;2,080319881;-16,09989929;-23,0454998;7712,299805;1320,869995
2206;A2278;341,5650024;2,202519894;4,069910049;-12,33950043;-19,40019989;7700,930176;1339,780029
2207;A2279;236,3099976;1,674520016;6,249110222;-3,900929928;6,688290119;8468,80957;645,1259766
2208;A2280;128,6600037;2,971970081;4,795790195;-11,61950016;-31,21920013;9572,169922;966,7860107
2209;A2281;199,5370026;7,595759869;6,390339851;-11,01900005;-52,85639954;10832,7002;507,8880005
2210;A2282;25,34620094;4,871640205;5,736499786;-11,55869961;-26,98559952;10941,7998;329,0100098
2211;A2283;220,6009979;4,275080204;3,904510021;-5,386950016;-16,47030067;10406,59961;439,9580078
2212;A2284;273,5759888;7,405950069;2,284770012;-16,72900009;-19,06010056;10333,2998;495,5150146
2213;A2285;225;0,985383987;9,131899834;-7,605700016;-24,44020081;10144,09961;649,28302
2214;A2286;125,538002;3,989840031;2,424959898;-15,3828001;-28,71479988;10002,5;808,3460083
2215;A2287;343,8869934;10,75199986;4,302670002;-13,8682003;-8,016659737;9910,240234;972,9710083
2216;A2288;238,3930054;7,0553298;2,254620075;-16,75009918;-4,235859871;9813,05957;915,8410034
2217;A2289;148,3249969;12,61999989;2,301719904;-17,2208004;1,143839955;11046,2002;557,1019897
